Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion_x,Name,City,Contact_Number,Email,Gender,Address,Product_Name,Category,UnitPrice,Occasion_y,Description,TotalAmount,Year,Month,Month_Name,Day,Weekday_Name
489,C072,10,1,2023-08-28,22:26:56,02-09-2023,04:30:46,Kirari Suleman Nagar,Birthday,Charvi Karnik,Hyderabad,7573085232,mishti69@cheema.info,Male,"99/790
Subramanian Chowk, Bhagalpur 125926",Accusantium Gift,Cake,259,Birthday,Minima nobis repellendus distinctio a veritatis voluptate eaque.,259,2023,8,August,2023-08-28,Monday
490,C075,2,1,2023-02-12,12:28:03,14-02-2023,12:27:19,Eluru,Valentine's Day,Yashvi Bansal,Aligarh,914513765238,indranilsastry@gmail.com,Female,"62, Dash Street
Pondicherry-945886",Voluptas Box,Plants,441,Valentine's Day,At quaerat animi nemo.,441,2023,2,February,2023-02-12,Sunday
491,C095,30,1,2023-10-24,06:14:34,02-11-2023,22:59:20,Muzaffarnagar,Anniversary,Mahika Cherian,Warangal,2769457161,pgala@yahoo.com,Female,"765
Srinivasan Ganj
Gangtok-960690",Recusandae Pack,Colors,751,Anniversary,Maxime exercitationem repellat veritatis a dolorem.,751,2023,10,October,2023-10-24,Tuesday
492,C047,33,2,2023-02-04,13:54:25,13-02-2023,12:04:33,Salem,Valentine's Day,Bhamini Ravi,Jorhat,910798274175,ramachandranraghav@uppal-bhandari.com,Male,"56, Tak Street, Giridih 114150",Earum Set,Colors,314,Valentine's Day,Nisi quis nam ipsa molestias vel totam.,628,2023,2,February,2023-02-04,Saturday
493,C035,11,1,2023-02-05,22:11:24,06-02-2023,15:43:11,Gopalpur,Valentine's Day,Ira Sarna,Vellore,916899648374,zben@cherian.org,Male,"63, Baria Circle
Siliguri 399443",Maxime Set,Mugs,1096,Valentine's Day,Sapiente exercitationem illo sed ea.,1096,2023,2,February,2023-02-05,Sunday
494,C082,7,4,2023-02-28,03:11:22,08-03-2023,19:06:48,Rewa,Holi,Anya Chaudhari,Ahmednagar,813770782,subramanianojas@gmail.com,Female,"64/161, Kaur Ganj, Kadapa 257529",Quos Set,Soft Toys,409,Holi,Sint accusamus veritatis exercitationem corporis.,1636,2023,2,February,2023-02-28,Tuesday
495,C007,20,1,2023-08-28,17:42:29,29-08-2023,22:51:31,Pimpri-Chinchwad,Anniversary,Jayant Kamdar,Berhampore,918576675504,pcontractor@hotmail.com,Male,"H.No. 501
Goswami Path, Bhilwara 482554",Reiciendis Box,Colors,697,Anniversary,Molestias earum quam dolor.,697,2023,8,August,2023-08-28,Monday
496,C021,11,4,2023-02-09,14:31:57,16-02-2023,13:05:41,Sambhal,Valentine's Day,Siya Talwar,Mehsana,915555408563,hsunder@raman.info,Male,"H.No. 617, Brahmbhatt Path, Madanapalle-879728",Maxime Set,Mugs,1096,Valentine's Day,Sapiente exercitationem illo sed ea.,4384,2023,2,February,2023-02-09,Thursday
497,C081,64,2,2023-08-29,20:14:01,01-09-2023,04:42:56,Alwar,Raksha Bandhan,Kaira Ramachandran,Ratlam,4987395025,baradnirvi@yahoo.com,Male,"H.No. 717
Warrior Circle
Etawah-124622",Nostrum Box,Soft Toys,1878,Raksha Bandhan,Illo laboriosam at delectus.,3756,2023,8,August,2023-08-29,Tuesday
498,C100,19,4,2023-02-13,21:34:44,20-02-2023,21:14:24,Bhusawal,Valentine's Day,Pranay Chaudhary,Phagwara,919478540370,prisha77@loke.org,Female,"H.No. 58
Sem Street, Amravati 316691",Iure Gift,Mugs,1234,Valentine's Day,Autem quaerat tempore quasi ipsam.,4936,2023,2,February,2023-02-13,Monday
499,C031,59,1,2023-08-27,12:09:20,02-09-2023,10:03:32,Ichalkaranji,Raksha Bandhan,Madhup Wable,Sasaram,135745753,priyansh11@dua-tella.com,Female,"H.No. 69
Shere
Durgapur 474507",Pariatur Box,Cake,811,Raksha Bandhan,Exercitationem occaecati quam aperiam.,811,2023,8,August,2023-08-27,Sunday
500,C013,61,2,2023-06-29,10:07:52,05-07-2023,12:14:25,Bongaigaon,Anniversary,Manikya Goswami,Mangalore,912112817503,settytara@gmail.com,Female,"382, Banerjee Ganj
Patna 002103",Iusto Box,Plants,810,Anniversary,Sequi numquam rerum aspernatur aspernatur in.,1620,2023,6,June,2023-06-29,Thursday
501,C066,46,2,2023-09-02,16:27:41,08-09-2023,07:33:36,Navi Mumbai,Anniversary,Eshani Buch,Malegaon,7436178055,traval@ratta-bumb.net,Female,"209
Lad Street, Ludhiana-431855",Pariatur Set,Cake,758,Anniversary,In nesciunt maxime nobis officiis dicta.,1516,2023,9,September,2023-09-02,Saturday
502,C099,22,5,2023-06-24,05:33:20,30-06-2023,00:55:44,Munger,All Occasions,Ranbir Loyal,Dhanbad,913621448305,reyanshghosh@rajagopalan.com,Female,"496
Kumer Zila
Raurkela Industrial Township-618990",Exercitationem Pack,Soft Toys,1639,All Occasions,Iusto cum nostrum quasi dicta totam error.,8195,2023,6,June,2023-06-24,Saturday
503,C020,34,1,2023-08-29,20:45:45,06-09-2023,07:49:54,Dehri,Raksha Bandhan,Samaira Ganesh,Machilipatnam,1731643700,golesana@varty-gill.com,Male,"12, Khosla Chowk
Gopalpur-059682",Placeat Pack,Soft Toys,1335,Raksha Bandhan,Illo in quas at rem.,1335,2023,8,August,2023-08-29,Tuesday
504,C058,25,1,2023-07-14,13:04:42,24-07-2023,05:20:36,Meerut,Anniversary,Charvi Kanda,Guntakal,919771604920,miraan05@gmail.com,Male,"25
Srinivasan Ganj, Mira-Bhayandar-341661",Qui Gift,Plants,1202,Anniversary,Maxime culpa earum blanditiis.,1202,2023,7,July,2023-07-14,Friday
505,C028,45,3,2023-06-02,13:19:25,05-06-2023,01:59:32,Allahabad,Birthday,Hridaan Rajagopalan,Noida,2539728317,indrans49@thaman-chopra.net,Female,"01, Kapur Road, Agra-329913",Iusto Set,Raksha Bandhan,722,Birthday,Adipisci quo laboriosam.,2166,2023,6,June,2023-06-02,Friday
506,C058,55,4,2023-08-27,08:52:04,02-09-2023,11:43:24,Thrissur,Raksha Bandhan,Charvi Kanda,Guntakal,919771604920,miraan05@gmail.com,Male,"25
Srinivasan Ganj, Mira-Bhayandar-341661",Dolores Gift,Soft Toys,1904,Raksha Bandhan,Nobis sed corrupti cupiditate fugiat unde.,7616,2023,8,August,2023-08-27,Sunday
507,C028,13,4,2023-03-07,00:28:11,13-03-2023,20:11:36,Malda,Holi,Hridaan Rajagopalan,Noida,2539728317,indrans49@thaman-chopra.net,Female,"01, Kapur Road, Agra-329913",Et Set,Mugs,1141,Holi,Eius praesentium ipsum autem.,4564,2023,3,March,2023-03-07,Tuesday
508,C035,69,1,2023-02-26,17:29:28,04-03-2023,07:11:06,Varanasi,Holi,Ira Sarna,Vellore,916899648374,zben@cherian.org,Male,"63, Baria Circle
Siliguri 399443",Id Box,Cake,998,Holi,Earum odio vitae mollitia autem.,998,2023,2,February,2023-02-26,Sunday
509,C003,13,5,2023-03-05,12:48:55,09-03-2023,07:47:16,Uluberia,Holi,Jayesh Lanka,Bilaspur,7400208126,kavyabarad@hotmail.com,Male,"H.No. 53, Krishna Ganj, Dhule-346480",Et Set,Mugs,1141,Holi,Eius praesentium ipsum autem.,5705,2023,3,March,2023-03-05,Sunday
510,C017,54,5,2023-12-08,13:00:05,17-12-2023,06:14:47,Panipat,Anniversary,Advika Dhar,Gangtok,912738556486,pmaster@deol.com,Male,"80/81, Varghese Chowk, Bidhannagar-928710",Occaecati Gift,Cake,1236,Anniversary,Ducimus possimus saepe totam impedit amet reprehenderit.,6180,2023,12,December,2023-12-08,Friday
511,C055,47,2,2023-02-27,12:58:05,04-03-2023,00:46:11,Dibrugarh,Holi,Umang Luthra,Imphal,2007986762,manikya74@bava.com,Male,"H.No. 728, Datta Chowk
Kumbakonam-380227",Harum Pack,Colors,1638,Holi,Maiores voluptates quam aspernatur magni distinctio provident.,3276,2023,2,February,2023-02-27,Monday
512,C008,41,1,2023-11-05,02:42:41,11-11-2023,13:10:40,Ranchi,Diwali,Veer Ray,Chinsurah,7138085704,uthkarshjohal@yahoo.com,Female,"H.No. 589, Gala Circle, Nandyal-774484",Aut Box,Sweets,1977,Diwali,Ab quisquam nobis ducimus.,1977,2023,11,November,2023-11-05,Sunday
513,C088,1,4,2023-03-27,09:57:32,02-04-2023,13:56:41,Nandyal,All Occasions,Shalv Kulkarni,Khora,919113488461,uthkarsh12@yahoo.com,Female,"H.No. 82, Kala Road, Moradabad-953360",Magnam Set,Soft Toys,1935,All Occasions,Quam numquam iste sunt nemo.,7740,2023,3,March,2023-03-27,Monday
514,C090,24,1,2023-01-01,09:56:10,09-01-2023,17:56:52,Allahabad,Birthday,Drishya De,Anantapuram,3327374841,kakarazad@sura.com,Female,"12, Wali Ganj
Secunderabad 891177",Ad Box,Mugs,535,Birthday,Possimus perspiciatis nesciunt modi molestias.,535,2023,1,January,2023-01-01,Sunday
515,C078,14,5,2023-10-21,23:22:39,27-10-2023,14:59:49,Unnao,Birthday,Jivika Rajan,Bhubaneswar,3005266310,hunar08@hotmail.com,Female,"67
Cheema
Bardhaman 968232",Deserunt Box,Colors,1915,Birthday,Incidunt hic vero esse saepe illum.,9575,2023,10,October,2023-10-21,Saturday
516,C020,22,2,2023-07-05,20:52:56,06-07-2023,01:06:20,Gaya,All Occasions,Samaira Ganesh,Machilipatnam,1731643700,golesana@varty-gill.com,Male,"12, Khosla Chowk
Gopalpur-059682",Exercitationem Pack,Soft Toys,1639,All Occasions,Iusto cum nostrum quasi dicta totam error.,3278,2023,7,July,2023-07-05,Wednesday
517,C064,60,5,2023-11-09,01:01:13,17-11-2023,19:04:55,Aligarh,Diwali,Indrajit Kale,Srikakulam,916181058210,sabharwalmamooty@tella.com,Male,"191
Bera Path, Bhimavaram 502334",Ea Set,Sweets,827,Diwali,Ex omnis sit quibusdam.,4135,2023,11,November,2023-11-09,Thursday
518,C045,45,3,2023-04-09,04:46:41,15-04-2023,19:40:46,Ahmednagar,Birthday,Divit Mahajan,Maheshtala,6789522856,krishchoudhury@kakar.com,Female,"25/685, Kannan Street, Erode-345276",Iusto Set,Raksha Bandhan,722,Birthday,Adipisci quo laboriosam.,2166,2023,4,April,2023-04-09,Sunday
519,C014,52,4,2023-02-07,23:10:38,15-02-2023,06:40:20,Hindupur,Valentine's Day,Indrans Shukla,Panvel,2717671919,rajagopalfateh@dhingra.info,Female,"67/61, Balan Nagar
Dehri-162882",Dolorum Box,Raksha Bandhan,236,Valentine's Day,Amet accusamus natus magni non recusandae.,944,2023,2,February,2023-02-07,Tuesday
520,C026,14,5,2023-04-07,04:43:51,08-04-2023,08:21:40,Mysore,Birthday,Ira Chahal,Farrukhabad,918716483532,ayeshathakkar@yahoo.com,Female,"37, Bhasin Path, Deoghar-816439",Deserunt Box,Colors,1915,Birthday,Incidunt hic vero esse saepe illum.,9575,2023,4,April,2023-04-07,Friday
521,C062,33,5,2023-02-04,21:00:17,08-02-2023,02:28:38,Noida,Valentine's Day,Inaaya  Sarraf,Nagpur,915915082470,kotharilakshay@cherian.com,Male,"78/08
Dyal Ganj
Satara-877913",Earum Set,Colors,314,Valentine's Day,Nisi quis nam ipsa molestias vel totam.,1570,2023,2,February,2023-02-04,Saturday
522,C011,50,3,2023-02-27,21:04:28,08-03-2023,01:34:50,Avadi,Holi,Lagan Kapoor,Orai,916173563562,rsidhu@gmail.com,Female,"53/710, Tailor Ganj, Gorakhpur-030540",Eligendi Set,Plants,422,Holi,Consectetur illum pariatur totam fugit eum eaque.,1266,2023,2,February,2023-02-27,Monday
523,C071,30,3,2023-07-02,13:37:08,09-07-2023,15:38:36,Muzaffarpur,Anniversary,Purab Sheth,Tiruppur,8410472405,suhana89@yahoo.com,Male,"H.No. 12
Dua Zila, Thrissur 303124",Recusandae Pack,Colors,751,Anniversary,Maxime exercitationem repellat veritatis a dolorem.,2253,2023,7,July,2023-07-02,Sunday
524,C084,45,1,2023-08-15,13:54:54,22-08-2023,12:29:47,Jalandhar,Birthday,Anahita Shankar,Tiruchirappalli,912205603376,jchada@hotmail.com,Male,"537
Bahl Nagar
Tinsukia 000008",Iusto Set,Raksha Bandhan,722,Birthday,Adipisci quo laboriosam.,722,2023,8,August,2023-08-15,Tuesday
525,C033,16,2,2023-03-02,20:06:08,11-03-2023,22:22:35,Bhagalpur,Holi,Suhana Kurian,Indore,5713958095,nbains@hotmail.com,Female,"56/734, Som Marg
Bhimavaram 598548",Ut Pack,Sweets,1721,Holi,Quae occaecati laborum expedita perspiciatis consequatur ad.,3442,2023,3,March,2023-03-02,Thursday
526,C008,13,5,2023-03-02,06:06:20,08-03-2023,01:35:05,Bangalore,Holi,Veer Ray,Chinsurah,7138085704,uthkarshjohal@yahoo.com,Female,"H.No. 589, Gala Circle, Nandyal-774484",Et Set,Mugs,1141,Holi,Eius praesentium ipsum autem.,5705,2023,3,March,2023-03-02,Thursday
527,C036,33,3,2023-02-11,12:51:40,19-02-2023,15:58:07,Bardhaman,Valentine's Day,Biju Bajwa,Dibrugarh,918721850071,choudhryrohan@hotmail.com,Female,"373
Ganguly Street, Kurnool 041608",Earum Set,Colors,314,Valentine's Day,Nisi quis nam ipsa molestias vel totam.,942,2023,2,February,2023-02-11,Saturday
528,C001,27,3,2023-08-27,05:01:16,30-08-2023,17:03:43,Tirunelveli,Raksha Bandhan,Tara Krishnan,Panchkula,917193971454,mandrati@chad.org,Female,"65/04
Dhawan Marg, Rajpur Sonarpur 590551",Architecto Gift,Cake,548,Raksha Bandhan,Odio quisquam inventore esse sed recusandae autem.,1644,2023,8,August,2023-08-27,Sunday
529,C013,64,2,2023-08-25,15:47:28,28-08-2023,14:05:18,Madurai,Raksha Bandhan,Manikya Goswami,Mangalore,912112817503,settytara@gmail.com,Female,"382, Banerjee Ganj
Patna 002103",Nostrum Box,Soft Toys,1878,Raksha Bandhan,Illo laboriosam at delectus.,3756,2023,8,August,2023-08-25,Friday
530,C008,5,2,2023-08-19,10:45:21,27-08-2023,00:23:56,Delhi,All Occasions,Veer Ray,Chinsurah,7138085704,uthkarshjohal@yahoo.com,Female,"H.No. 589, Gala Circle, Nandyal-774484",Natus Gift,Colors,1444,All Occasions,Quis occaecati reprehenderit facere tenetur illum exercitationem.,2888,2023,8,August,2023-08-19,Saturday
531,C029,28,5,2023-08-29,13:32:08,07-09-2023,08:43:11,Dehradun,Raksha Bandhan,Badal Sathe,Haridwar,912454360885,lavanya23@yahoo.com,Female,"H.No. 78, Suresh, Hapur-924072",Velit Set,Sweets,1778,Raksha Bandhan,Quidem sit facilis consequuntur iusto dignissimos exercitationem.,8890,2023,8,August,2023-08-29,Tuesday
532,C036,30,5,2023-09-02,13:25:06,10-09-2023,02:55:07,Bharatpur,Anniversary,Biju Bajwa,Dibrugarh,918721850071,choudhryrohan@hotmail.com,Female,"373
Ganguly Street, Kurnool 041608",Recusandae Pack,Colors,751,Anniversary,Maxime exercitationem repellat veritatis a dolorem.,3755,2023,9,September,2023-09-02,Saturday
533,C006,14,3,2023-04-18,07:19:52,20-04-2023,17:43:45,Raurkela Industrial Township,Birthday,Rania Mann,Karimnagar,919363577179,evaswamy@biswas-sekhon.com,Female,"15/89, Dayal Chowk, Rohtak 586046",Deserunt Box,Colors,1915,Birthday,Incidunt hic vero esse saepe illum.,5745,2023,4,April,2023-04-18,Tuesday
534,C061,31,2,2023-11-27,03:40:16,04-12-2023,11:22:37,Naihati,All Occasions,Akarsh Ramesh,Kavali,4318554567,tsaini@johal-char.com,Female,"078, Ghose Nagar, Bikaner 211920",Nihil Box,Colors,1804,All Occasions,Eveniet sint molestiae.,3608,2023,11,November,2023-11-27,Monday
535,C017,25,3,2023-07-08,21:59:28,11-07-2023,06:30:40,Saharsa,Anniversary,Advika Dhar,Gangtok,912738556486,pmaster@deol.com,Male,"80/81, Varghese Chowk, Bidhannagar-928710",Qui Gift,Plants,1202,Anniversary,Maxime culpa earum blanditiis.,3606,2023,7,July,2023-07-08,Saturday
536,C048,59,3,2023-08-25,15:14:52,30-08-2023,11:13:10,Kota,Raksha Bandhan,Aradhya Kale,Guntakal,7979926231,gkhanna@tripathi.biz,Male,"H.No. 60, Dhingra Marg
Jalna 036174",Pariatur Box,Cake,811,Raksha Bandhan,Exercitationem occaecati quam aperiam.,2433,2023,8,August,2023-08-25,Friday
537,C064,42,3,2023-10-17,06:19:24,25-10-2023,03:09:08,Korba,All Occasions,Indrajit Kale,Srikakulam,916181058210,sabharwalmamooty@tella.com,Male,"191
Bera Path, Bhimavaram 502334",Expedita Gift,Sweets,1744,All Occasions,Necessitatibus cum dolores alias sed.,5232,2023,10,October,2023-10-17,Tuesday
538,C097,24,5,2023-05-18,13:09:06,19-05-2023,22:36:16,Ghaziabad,Birthday,Nakul Randhawa,Sri Ganganagar,456900126,tlall@ramanathan.info,Female,"376
Tiwari Zila, Munger-178543",Ad Box,Mugs,535,Birthday,Possimus perspiciatis nesciunt modi molestias.,2675,2023,5,May,2023-05-18,Thursday
539,C056,20,3,2023-06-09,15:39:18,16-06-2023,14:17:05,Jehanabad,Anniversary,Pihu Choudhury,Haridwar,9732644810,dhanuksastry@yahoo.com,Male,"H.No. 029, Grover
Kadapa-492513",Reiciendis Box,Colors,697,Anniversary,Molestias earum quam dolor.,2091,2023,6,June,2023-06-09,Friday
540,C082,22,4,2023-09-06,19:07:35,09-09-2023,01:26:00,Morbi,All Occasions,Anya Chaudhari,Ahmednagar,813770782,subramanianojas@gmail.com,Female,"64/161, Kaur Ganj, Kadapa 257529",Exercitationem Pack,Soft Toys,1639,All Occasions,Iusto cum nostrum quasi dicta totam error.,6556,2023,9,September,2023-09-06,Wednesday
541,C007,24,3,2023-11-13,05:51:09,16-11-2023,22:56:34,Sasaram,Birthday,Jayant Kamdar,Berhampore,918576675504,pcontractor@hotmail.com,Male,"H.No. 501
Goswami Path, Bhilwara 482554",Ad Box,Mugs,535,Birthday,Possimus perspiciatis nesciunt modi molestias.,1605,2023,11,November,2023-11-13,Monday
542,C051,54,5,2023-07-07,19:41:20,12-07-2023,09:52:12,Satara,Anniversary,Aradhya Batta,Kota,911200621501,diyakapadia@gmail.com,Female,"25
Vaidya Street, Deoghar-807286",Occaecati Gift,Cake,1236,Anniversary,Ducimus possimus saepe totam impedit amet reprehenderit.,6180,2023,7,July,2023-07-07,Friday
543,C023,51,4,2023-02-12,21:51:10,17-02-2023,11:53:09,Saharanpur,All Occasions,Abram Sandhu,Bidhannagar,7196287267,sibalnitya@bhasin.net,Male,"H.No. 13
Lad Road
Bhiwandi 874382",Fugit Set,Soft Toys,1084,All Occasions,Maiores hic veritatis corporis modi.,4336,2023,2,February,2023-02-12,Sunday
544,C030,29,2,2023-03-01,02:31:54,11-03-2023,09:33:52,Belgaum,Holi,Vardaniya Contractor,Sambhal,9972300876,choprakavya@dugar.org,Male,"H.No. 904
Dave Zila
Pimpri-Chinchwad 244227",In Set,Colors,1252,Holi,Occaecati impedit incidunt qui.,2504,2023,3,March,2023-03-01,Wednesday
545,C083,9,5,2023-08-20,01:54:52,26-08-2023,08:07:19,Ratlam,Raksha Bandhan,Aaryahi Sodhi,Raurkela Industrial Township,912690208110,devanromil@hotmail.com,Male,"H.No. 256
Sami Street, Lucknow-283322",Aperiam Box,Colors,1605,Raksha Bandhan,Explicabo totam quaerat a quaerat ducimus officia.,8025,2023,8,August,2023-08-20,Sunday
546,C064,25,3,2023-02-02,22:04:53,11-02-2023,10:00:07,Motihari,Anniversary,Indrajit Kale,Srikakulam,916181058210,sabharwalmamooty@tella.com,Male,"191
Bera Path, Bhimavaram 502334",Qui Gift,Plants,1202,Anniversary,Maxime culpa earum blanditiis.,3606,2023,2,February,2023-02-02,Thursday
547,C088,30,5,2023-01-10,02:30:12,19-01-2023,13:56:41,Ahmedabad,Anniversary,Shalv Kulkarni,Khora,919113488461,uthkarsh12@yahoo.com,Female,"H.No. 82, Kala Road, Moradabad-953360",Recusandae Pack,Colors,751,Anniversary,Maxime exercitationem repellat veritatis a dolorem.,3755,2023,1,January,2023-01-10,Tuesday
548,C012,25,2,2023-02-21,12:32:50,22-02-2023,19:47:44,Gorakhpur,Anniversary,Onkar Mangat,Bilaspur,919921125624,oorjabassi@wali.com,Male,"H.No. 460, Sankar Ganj
Tadipatri 227246",Qui Gift,Plants,1202,Anniversary,Maxime culpa earum blanditiis.,2404,2023,2,February,2023-02-21,Tuesday
549,C021,64,1,2023-08-22,19:29:43,01-09-2023,02:29:10,Erode,Raksha Bandhan,Siya Talwar,Mehsana,915555408563,hsunder@raman.info,Male,"H.No. 617, Brahmbhatt Path, Madanapalle-879728",Nostrum Box,Soft Toys,1878,Raksha Bandhan,Illo laboriosam at delectus.,1878,2023,8,August,2023-08-22,Tuesday
550,C023,29,5,2023-02-27,19:28:12,05-03-2023,17:03:39,Bettiah,Holi,Abram Sandhu,Bidhannagar,7196287267,sibalnitya@bhasin.net,Male,"H.No. 13
Lad Road
Bhiwandi 874382",In Set,Colors,1252,Holi,Occaecati impedit incidunt qui.,6260,2023,2,February,2023-02-27,Monday
551,C088,67,1,2023-04-19,20:43:42,23-04-2023,15:25:04,Kurnool,Anniversary,Shalv Kulkarni,Khora,919113488461,uthkarsh12@yahoo.com,Female,"H.No. 82, Kala Road, Moradabad-953360",Maiores Box,Raksha Bandhan,1374,Anniversary,Earum quos enim minima.,1374,2023,4,April,2023-04-19,Wednesday
552,C064,31,3,2023-05-10,18:59:31,11-05-2023,17:09:07,Tezpur,All Occasions,Indrajit Kale,Srikakulam,916181058210,sabharwalmamooty@tella.com,Male,"191
Bera Path, Bhimavaram 502334",Nihil Box,Colors,1804,All Occasions,Eveniet sint molestiae.,5412,2023,5,May,2023-05-10,Wednesday
553,C084,39,2,2023-08-22,01:22:41,26-08-2023,07:43:27,Alwar,All Occasions,Anahita Shankar,Tiruchirappalli,912205603376,jchada@hotmail.com,Male,"537
Bahl Nagar
Tinsukia 000008",Voluptate Set,Mugs,387,All Occasions,Voluptates nostrum ratione sint odit dolore consectetur.,774,2023,8,August,2023-08-22,Tuesday
554,C045,29,4,2023-02-28,20:25:07,03-03-2023,16:49:01,Sangli-Miraj & Kupwad,Holi,Divit Mahajan,Maheshtala,6789522856,krishchoudhury@kakar.com,Female,"25/685, Kannan Street, Erode-345276",In Set,Colors,1252,Holi,Occaecati impedit incidunt qui.,5008,2023,2,February,2023-02-28,Tuesday
555,C100,56,4,2023-06-28,12:05:43,30-06-2023,17:58:12,Ratlam,Anniversary,Pranay Chaudhary,Phagwara,919478540370,prisha77@loke.org,Female,"H.No. 58
Sem Street, Amravati 316691",Quia Gift,Raksha Bandhan,1272,Anniversary,Veniam expedita odit esse.,5088,2023,6,June,2023-06-28,Wednesday
556,C073,17,1,2023-12-13,15:34:22,21-12-2023,15:49:48,Cuttack,Anniversary,Zeeshan Tailor,Parbhani,918037721297,vardaniya27@yahoo.com,Male,"63/76, Karan Street
Kanpur 487263",Delectus Gift,Soft Toys,1899,Anniversary,Architecto beatae ullam ad sed dolorem voluptates est.,1899,2023,12,December,2023-12-13,Wednesday
557,C039,47,3,2023-03-01,03:00:42,08-03-2023,02:10:39,Kavali,Holi,Kaira Bahl,Kamarhati,918804850295,keerzara@deshpande-sandhu.net,Male,"318
Chokshi Road, Miryalaguda-997025",Harum Pack,Colors,1638,Holi,Maiores voluptates quam aspernatur magni distinctio provident.,4914,2023,3,March,2023-03-01,Wednesday
558,C091,64,3,2023-08-22,00:42:58,25-08-2023,00:24:52,Muzaffarpur,Raksha Bandhan,Adira Rajan,New Delhi,915525478357,indrans79@gmail.com,Female,"H.No. 85
Bora Road
Rajpur Sonarpur-156686",Nostrum Box,Soft Toys,1878,Raksha Bandhan,Illo laboriosam at delectus.,5634,2023,8,August,2023-08-22,Tuesday
559,C084,45,1,2023-12-19,16:37:11,26-12-2023,18:35:43,Mau,Birthday,Anahita Shankar,Tiruchirappalli,912205603376,jchada@hotmail.com,Male,"537
Bahl Nagar
Tinsukia 000008",Iusto Set,Raksha Bandhan,722,Birthday,Adipisci quo laboriosam.,722,2023,12,December,2023-12-19,Tuesday
560,C019,39,2,2023-08-04,12:52:20,09-08-2023,09:50:53,Avadi,All Occasions,Amira Sengupta,Danapur,914513393592,purab20@dhar.com,Male,"77
Dass Street
Sasaram-948992",Voluptate Set,Mugs,387,All Occasions,Voluptates nostrum ratione sint odit dolore consectetur.,774,2023,8,August,2023-08-04,Friday
561,C099,49,5,2023-02-12,12:24:35,21-02-2023,17:23:34,Ghaziabad,Valentine's Day,Ranbir Loyal,Dhanbad,913621448305,reyanshghosh@rajagopalan.com,Female,"496
Kumer Zila
Raurkela Industrial Township-618990",Voluptate Pack,Colors,903,Valentine's Day,Saepe ratione ab inventore dignissimos.,4515,2023,2,February,2023-02-12,Sunday
562,C066,24,4,2023-08-09,09:18:20,16-08-2023,01:34:07,Ranchi,Birthday,Eshani Buch,Malegaon,7436178055,traval@ratta-bumb.net,Female,"209
Lad Street, Ludhiana-431855",Ad Box,Mugs,535,Birthday,Possimus perspiciatis nesciunt modi molestias.,2140,2023,8,August,2023-08-09,Wednesday
563,C077,58,5,2023-02-11,11:43:18,19-02-2023,05:04:29,Jorhat,Valentine's Day,Gokul Ahluwalia,Panchkula,910413737551,khalsatarini@bora.com,Female,"645, Grewal Street, Bardhaman-621911",Sed Pack,Cake,1492,Valentine's Day,Reiciendis nam omnis vel explicabo amet perferendis.,7460,2023,2,February,2023-02-11,Saturday
564,C007,40,1,2023-04-07,00:40:20,15-04-2023,06:06:57,Gandhinagar,Anniversary,Jayant Kamdar,Berhampore,918576675504,pcontractor@hotmail.com,Male,"H.No. 501
Goswami Path, Bhilwara 482554",Provident Pack,Sweets,1923,Anniversary,Voluptate eaque accusamus nobis voluptatem accusamus.,1923,2023,4,April,2023-04-07,Friday
565,C011,50,3,2023-03-06,17:28:16,14-03-2023,13:12:47,Mehsana,Holi,Lagan Kapoor,Orai,916173563562,rsidhu@gmail.com,Female,"53/710, Tailor Ganj, Gorakhpur-030540",Eligendi Set,Plants,422,Holi,Consectetur illum pariatur totam fugit eum eaque.,1266,2023,3,March,2023-03-06,Monday
566,C054,42,4,2023-05-12,12:48:03,14-05-2023,20:36:32,Patna,All Occasions,Umang Ahuja,Bidhannagar,7271590783,saksham09@hotmail.com,Female,"06/32
Kade
Mehsana-061743",Expedita Gift,Sweets,1744,All Occasions,Necessitatibus cum dolores alias sed.,6976,2023,5,May,2023-05-12,Friday
567,C090,66,1,2023-03-06,06:11:59,15-03-2023,18:57:04,Unnao,Holi,Drishya De,Anantapuram,3327374841,kakarazad@sura.com,Female,"12, Wali Ganj
Secunderabad 891177",Quas Box,Colors,610,Holi,Architecto debitis repellendus error ducimus quod quo.,610,2023,3,March,2023-03-06,Monday
568,C056,10,1,2023-06-29,20:55:39,08-07-2023,13:16:14,Bhubaneswar,Birthday,Pihu Choudhury,Haridwar,9732644810,dhanuksastry@yahoo.com,Male,"H.No. 029, Grover
Kadapa-492513",Accusantium Gift,Cake,259,Birthday,Minima nobis repellendus distinctio a veritatis voluptate eaque.,259,2023,6,June,2023-06-29,Thursday
569,C027,53,2,2023-08-28,14:00:43,04-09-2023,17:56:22,Purnia,Raksha Bandhan,Kashvi Sur,Serampore,3431035116,edwinkeya@gmail.com,Female,"34, Sanghvi Path
Sikar 774265",Ipsam Set,Sweets,1672,Raksha Bandhan,Deleniti aspernatur pariatur laudantium nihil at.,3344,2023,8,August,2023-08-28,Monday
